fonte,pagina,titolo,n_parole,contenuto
wikipedia,Regata storica di Venezia,La manifestazione moderna,176,"La Regata Storica si svolge principalmente lungo il Canal Grande ed è suddivisa in due fasi ben distinte tra loro: il corteo storico di apertura e, a seguire, le regate competitive.


=== Il corteo storico ===
A partire dagli anni cinquanta, il corteo acqueo che apre la manifestazione rievoca l'accoglienza trionfale che fu riservata alla regina di Cipro, Caterina Cornaro al suo arrivo in città nel 1489, dopo l'abdicazione del suo trono in favore di Venezia.
Il corteo è formato da decine di imbarcazioni tipiche veneziane a remi, tra cui le bissone che vengono usate solo in questo tipo di occasioni, con vogatori e figuranti in costume d'epoca, tra cui il Doge e Caterina Cornaro. Le barche sfilano in una processione che parte dall'Arsenale e, passando per il Bacino di San Marco, percorre tutto il Canal Grande fino al Ponte della Costituzione, per poi ripercorrere a ritroso il suo tragitto fino al punto di arrivo delle gare a remi, la Machina, palco galleggiante costruito di fronte a Ca' Foscari.
Il corteo è composto dalle seguenti imbarcazioni:"
wikipedia,Regata storica di Venezia,La manifestazione moderna,183,"Serenissima: grande imbarcazione a 18 remi rappresentante il moderno Bucintoro e trasportante i vessilli della città, i musici e il Capitano da Mar, apre l'evento;
Dogaressa: gondola a quattro remi riccamente decorata che trasporta i figuranti del Doge e di Caterina Cornaro;
dieci gondole a due remi addobbate da parata e con figuranti rappresentanti ambasciatori stranieri e cariche storiche veneziane quali senatori e magistrati;
undici bissone a otto remi, grandi barche addobbate ognuna rappresentante un tema tipico della città (Veneziana, Bizantina, Floreale, Rezzonico, Pescantina, Nepomucena, Querini, Cavalli, Nettuno, Cinese, Geografia).
Le imbarcazioni storiche sono seguite da un corteo di una sessantina di barche a remi in legno, tra cui la disdotona e la dodesona, in rappresentanza della cittadinanza di Venezia e delle associazioni remiere, per un totale di circa 400 persone tra vogatori e figuranti.


=== Le regate ===
La parte competitiva prevede una serie di regate di vari tipi e categorie, fino a quella finale dei gondolini a due remi, considerata la più importante e prestigiosa. 
Le gare di voga veneta che si svolgono durante la Regata Storica sono, in ordine cronologico:"
wikipedia,Regata storica di Venezia,La manifestazione moderna,655,"la regata delle maciarele senior, riservata ai ragazzi fino ai 14 anni;
la regata delle schie, riservata ai ragazzi fino ai 10 anni;
la regata delle maciarele junior, riservata ai ragazzi fino ai 12 anni;
la regata della giovanissime su mascarete a due remi (dal 2024);
la regata dei giovanissimi su pupparini a due remi;
la regata delle caorline a sei remi; ogni caorlina rappresenta un sestiere di Venezia o una località della laguna veneta;
la regata delle donne su mascarete a due remi;
la regata dei campioni su gondolini a due remi.
In passato, era prevista anche una regata delle bisse del lago di Garda, che si svolgeva tra la regata delle donne e quella delle caorline.
A ogni regata partecipano nove equipaggi più uno di riserva, pronto a subentrare alla partenza in caso di forfait dell'ultimo minuto, ad eccezione della regata delle caorline per cui non è previsto l'equipaggio di riserva. Gli equipaggi si devono presentare rigorosamente in pantaloni/gonna bianchi e con la maglia a righe tipica dei gondolieri e le fasce dello stesso colore della loro imbarcazione. Il regolamento delle regate prevede, per tutte le categorie, la partenza delle imbarcazioni dal punto prestabilito per la relativa categoria, allineate e bloccate fino al via da un cordino detto spagheto, legato a un cavo d'acciaio detto cordin tenuto in mano alla poppa delle imbarcazioni. Prima della partenza ha luogo l'estrazione dei numeri d'acqua che assegnano la corsia d'acqua entro la quale ogni equipaggio dovrà restare nei primi 1000 m di gara. 
Tutte le gare partono dal Bacino di San Marco, da un'altezza compresa tra i Giardini della Biennale e l'Arsenale; è previsto poi l'ingresso nel Canal Grande che viene risalito in tutto o in parte fino al paletto, dove le imbarcazioni invertono il senso di marcia per poi concludere la gara all'altezza della Machina ormeggiata davanti a Ca' Foscari. Le regate delle caorline, delle donne e dei campioni si svolgono sul percorso completo (più lungo), mentre per tutte le altre regate sono previsti percorsi di lunghezza ridotta, con il paletto ormeggiato in una posizione meno inoltrata del Canal Grande. Le gare richiedono resistenza vista la durata che si aggira tra i 35 e i 40 minuti.
Dopo la partenza, data con un colpo di pistola, gli equipaggi affrontano dapprima la voga in corsia, poi sono liberi di scegliere il proprio percorso, durante il quale sono ammesse una serie di manovre sia di attacco che di difesa della posizione, fino al fondamentale ingresso nel Canal Grande, dove i sorpassi sono più difficoltosi. Il percorso è fortemente influenzato dalle maree e dal sorteggio della corsia di partenza, per cui al di là della forza fisica svolgono un ruolo fondamentale le strategie di gara.
I primi quattro equipaggi classificati ricevono, oltre a premi in denaro, le tradizionali e simboliche bandiere: rossa per i primi classificati, bianca per i secondi, verde per i terzi e azzurra per i quarti. Fino al 2002 la tradizione prevedeva che al quarto classificato della regata dei campioni fosse consegnato anche un maialino vivo, fatto sfilare a bordo di un'imbarcazione nel corteo storico di apertura. Accogliendo le proteste degli animalisti, il premio è stato da allora sostituito da un maialino in vetro di Murano realizzato appositamente per l'occasione.
A partire dall'edizione del 5 settembre 2021 l'amministrazione comunale ha parificato il montepremi per i regatanti di sesso maschile e femminile.
Essendo gli scontri tra equipaggi alquanto frequenti, un corpo di giudici arbitri di voga alla veneta, designati dal Comune di Venezia per l'occasione, ha il compito di sorvegliare durante lo svolgimento delle gare la regolarità e il rispetto del regolamento tecnico. In caso di infrazioni, sono previsti tre diversi provvedimenti disciplinari a somma: richiamo, diffida e infine squalifica diretta nei casi più gravi. Eventuali ricorsi post-gara vengono esaminati da una apposita commissione tecnico-disciplinare. Le gare sono cronometrate ed è previsto il fotofinish, inoltre per i vincitori delle categorie maggiori è previsto un test antidoping."
wikipedia,Regata storica di Venezia,Le barche da competizione,234,"Tutte le barche da competizione devono fare parte delle imbarcazioni tradizionali veneziane, essere realizzate rigorosamente in legno e costruite artigianalmente negli squeri su commessa del Comune di Venezia e devono prevedere esclusivamente la propulsione a remi in legno con l'uso della forcola, anch'essa in legno.
Dagli anni Cinquanta si compete esclusivamente con i seguenti tipi di imbarcazioni:

mascarete: lunghe 8 metri, pesanti 220 kg, con voga a due remi, utilizzate dalle donne.
pupparini: lunghi 9 metri, pesanti 380 kg, con voga a due remi, utilizzate dai giovani; in passato erano eleganti barche da casada.
caorline: lunghe 10 metri, pesanti 600 kg, con voga a sei remi; storicamente erano barche da trasporto.
gondolini: lunghi 11 metri, pesanti 200 kg, con voga a due remi; filanti e molto tecnici, sono le uniche imbarcazioni concepite appositamente per la regata.


=== I colori delle barche da competizione ===
Le barche usate per la regata sono contraddistinte non solo da un numero ma anche da scafi interamente dipinti in diversi colori, che anticamente contraddistinguevano le varie zone di Venezia e della laguna. Il numero individua l'imbarcazione che viene assegnata a ciascun equipaggio tramite sorteggio e viene usato anche per il sorteggio delle corsie di partenza. L'imbarcazione di riserva è contraddistinta da uno scafo bicolore rosso e verde e dalla lettera ""R"" (per ""riserva"") al posto del numero. L'abbinamento tra numero e colore dell'imbarcazione è fisso, secondo la tabella seguente:"
wikipedia,Regata storica di Venezia,Eventi preparatori e preliminari,223,"Selezione eliminatoria degli equipaggi
Le eliminatorie per la selezione dei concorrenti si svolgono verso metà agosto nello specchio d'acqua antistante Malamocco e gli Alberoni. La selezione avviene a cronometro in due turnate distribuite su più giornate. Alla regata storica sono ammessi direttamente i primi nove classificati, mentre i decimi costituiscono l'equipaggio di riserva. Una volta definiti i partecipanti, viene sorteggiato per ogni equipaggio il numero (colore) dell'imbarcazione da gara, che verrà poi lasciata a disposizione dei concorrenti fino al termine della regata.

Il disnar
Il disnar (letteralmente la cena) era in origine un ricco pasto offerto a tutti i regatanti alla vigilia la regata, per dar modo anche ai partecipanti meno abbienti di potersi nutrire alla pari con gli altri. Questa tradizione si è evoluta nel tempo fino alla sua forma attuale, che prevede una serie di cene festose  che si svolgono la sera del venerdì precedente la Regata in diversi luoghi della città storica, insulare e nella terraferma, organizzate da enti, associazioni e liberi cittadini. 

Benedizione delle imbarcazioni
Inizialmente riservata ai gondolini e poi estesa a tutti, il giovedì precedente la regata vengono ufficialmente presentati gli equipaggi con una sfilata in Canal Grande fino alla Punta della Dogana, dove di fronte alle autorità civili e religiose vengono benedette e consegnate ai regatanti le fasce che indosseranno durante la gara vera e propria."
wikipedia,Regata storica di Venezia,Statistiche,185,"=== I re del remo ===
Il titolo di re del remo è il riconoscimento che viene assegnato al regatante che abbia vinto per cinque volte consecutive la regata conclusiva dei gondolini a due remi.
Nella storia della Regata Storica nella sua versione moderna (ossia dal 1841 in avanti) sono stati in tutto soltanto sette i regatanti ad aver conseguito tale titolo, considerato molto prestigioso proprio per la sua difficoltà. Il primo regatante a vincere cinque volte di seguito fu Luigi Zanellato, che vinse nelle edizioni del 1881, 1889, 1890, 1891 e 1892. Bisogna aspettare il secondo dopoguerra per una nuova assegnazione del titolo, che venne ottenuto dalla coppia Albino dei Rossi (Strigheta) e Marcello Bon (Ciapate) che vinsero sei edizioni consecutive dal 1947 al 1952. Il titolo venne poi conquistato dalla coppia Giuseppe Fongher (Bepi) e Sergio Tagliapietra (Ciaci) che vinsero otto edizioni consecutive dal 1969 al 1976. Nelle sette edizioni successive, dal 1977 al 1983, la vittoria andò sempre alla coppia formata da Palmiro Fongher e Gianfranco Vianello (Crea) che sono stati anche gli ultimi in ordine di tempo a ottenere il riconoscimento."
wikipedia,Regata storica di Venezia,Galleria d'immagini,7,"=== Corteo Storico ===


=== Regate ==="
wikipedia,Regata storica di Venezia,Bibliografia,79,"Giorgio Crovato e Maurizio Crovato, Regate e regatanti, Comune di Venezia, 1982.
Giorgio Crovato e Maurizio Crovato, Regate e regatanti. Storia e storie della voga a Venezia, Marsilio Editore, 2004, ISBN 978-88-317-8528-0.
Giustina Renier Michiel, Origine delle feste veneziane, riedito 1994, Venezia, Filippi Editori, 1817-1827.
P. Mameli, La Regata Storica - Le origini, lo spettacolo, le sfide, FINEGIL Repubblica/Espresso, 2011.
Enrico Ricciardi, Campioni 1945/2000 - I protagonisti delle Regate Storiche tra mondo lagunare e città - Ed. Cicero, 2000"
wikipedia,Regata storica di Venezia,Voci correlate,15,"Albo d'oro della Regata Storica di Venezia
Imbarcazioni veneziane
Vogalonga
Regata delle Antiche Repubbliche Marinare"
wikipedia,Regata storica di Venezia,Altri progetti,10,Wikimedia Commons contiene immagini o altri file su Regata Storica
wikipedia,Regata storica di Venezia,Collegamenti esterni,12,"Sito ufficiale e museo virtuale della Regata Storica di Venezia, su regatastoricavenezia.it."
wikipedia,Acqua alta,Introduzione,109,"L'acqua alta (espressione italiana mutuata dalla forma aqua alta del dialetto veneziano) è il fenomeno dei picchi di marea particolarmente pronunciati che si verificano con periodicità nell'Adriatico settentrionale e con particolare intensità nella laguna di Venezia tali da provocare allagamenti nelle aree urbane di Venezia e Chioggia e, molto più raramente, di Grado e Trieste. Il fenomeno è frequente soprattutto nel periodo autunnale-primaverile, quando particolari condizioni meteorologiche si combinano con i venti di scirocco che, spirando dal canale d'Otranto lungo tutta la lunghezza del bacino marino, impediscono il regolare deflusso delle acque, o di bora, che ostacolano invece localmente il deflusso delle lagune e dei fiumi del litorale veneto."
wikipedia,Acqua alta,Cause,104,"Il termine ""acqua alta"" nell'uso comune in realtà indica il fenomeno generico. Da un punto di vista tecnico per la città di Venezia esistono invece definizioni più rigorose, basate sui livelli di marea osservati alla stazione idrografica di Punta della Salute:

marea sostenuta, quando il livello di marea è compreso tra +80 cm e +109 cm sullo zero mareografico (definito come il livello medio del mare misurato nel 1897);
marea molto sostenuta, quando il valore è compreso tra +110 cm e +139 cm;
alta marea eccezionale, quando il valore raggiunge o supera i +140 cm.
Il livello di marea è determinato da due contributi:"
wikipedia,Acqua alta,Cause,266,"la marea astronomica, che dipende dal moto degli astri, principalmente la Luna e in proporzione minore il Sole e via via tutti gli altri corpi celesti, e dalla geometria del bacino. Il contributo di questi fattori è soggetto a pochissime incertezze ed è regolato da leggi di meccanica fisica, quindi può essere calcolato con elevata precisione anche con anni di anticipo.
il contributo meteorologico, che dipende da moltissimi fattori variabili, quali direzione e intensità dei venti, campi barici, precipitazioni eccetera, tutti legati da relazioni complesse e regolati da leggi fisiche di tipo statistico-probabilistico, prevedibili solo a pochi giorni di distanza e con un'approssimazione crescente con l'anticipo della previsione.
Per la sua particolare configurazione geografica a catino, il mare Adriatico presenta escursioni di marea molto più pronunciate rispetto al resto del Mediterraneo. La ragione è da ricercarsi nel fatto che ha una sessa predominante, quella longitudinale, caratterizzata da un periodo medio di oscillazione di circa 21 ore e 30 minuti, con un'ampiezza estrema d'oscillazione di circa 50 cm, e un secondo modo naturale longitudinale con periodo medio di 12 ore e 11 minuti, dunque entrambi confrontabili con il periodo della marea astronomica, rendendo in tal modo possibile la sovrapposizione delle due escursioni. La marea astronomica risente poi delle fasi lunari e solari, accentuandosi nei periodi di novilunio e plenilunio e durante gli equinozi. A questo può andare ad aggiungersi l'azione locale di forti venti di scirocco che, spirando nell'Adriatico meridionale, può frenare il reflusso delle acque dell'intero bacino, intensificando ulteriormente i loro effetti quando risultino estesi all'intera lunghezza dell'Adriatico.


=== Il caso particolare della Laguna Veneta ==="
wikipedia,Acqua alta,Cause,189,"Sul litorale veneto, oltre alle suddette concause, producono effetti negativi sul deflusso delle acque anche i venti di bora, i quali, spirando dai quadranti nord-nordorientali, rallentano lo scarico idraulico delle lagune e dei fiumi. In particolare, nella Laguna Veneta, la bora, spirando attraverso le bocche di porto, può impedire al mare di ricevere l'onda di ritorno di marea, incrementando gli effetti del picco successivo.
A questo si aggiungono le conseguenze della realizzazione della zona industriale di Porto Marghera, la quale ha ulteriormente aggravato il fenomeno dell'acqua alta per diversi motivi: innanzitutto la maggior parte della zona industriale è stata ricavata bonificando vaste estensioni di laguna, precedentemente occupate da barene, ovvero da isolotti che sporgendo appena dall'acqua venivano allagati in caso di alta marea agendo da vaso di espansione e limitando l'escursione della stessa. In secondo luogo per permettere alle petroliere di raggiungere le banchine di scarico è stato scavato un profondo canale, il canale dei Petroli, che parte dalla bocca di porto di Malamocco e raggiunge la terraferma. Quest'opera ha ingrandito considerevolmente la sezione della bocca di porto aumentando di conseguenza la quantità di acqua che entra in laguna."
wikipedia,Acqua alta,Cause,279,"Tuttavia Porto Marghera non è stato l'unico intervento umano che ha contribuito a variare l'ampiezza media di marea. Tra i più rilevanti sono da citare: la costruzione del Ponte Ferroviario (1841-1846), l'estromissione dal bacino di Chioggia del fiume Brenta e la conseguente bonifica di 2 363 ettari di zone barenicole; la costruzione delle dighe foranee (Porto di Malamocco, 1820-1872; Porto di San Nicolò, 1884-1897; Porto di Chioggia, 1911-1933); la costruzione del Ponte della Libertà (1931-1933); la creazione della Riva dei Sette Martiri (1936-1941); la realizzazione dell'isola artificiale del Tronchetto (superficie 17 ettari, 1957-1961) e il raddoppio del ponte ferroviario (1977).
Vi sono infine altre cause naturali: la subsidenza, ossia lo sprofondamento naturale del terreno, accentuato significativamente dall'intenso emungimento delle acque di falda effettuato in passato per alimentare il polo industriale di Porto Marghera, e l'eustatismo, ovvero l'innalzamento del livello del mare, anch'esso accentuato negli ultimi anni dal riscaldamento globale del pianeta. Entrambi i fenomeni hanno reso la costa maggiormente vulnerabile alla marea.
Il centro previsioni e segnalazioni maree di Venezia calcola in 26 cm (media nel decennio 2004-2014) la perdita totale di quota altimetrica della città dal 1897 (anno di definizione dello zero altimetrico), scomponibile nei seguenti contributi:

subsidenza, +12 cm (cause naturali e antropiche)
eustatismo, +14 cm (globale +9 cm, locale +5 cm)
Da segnalare la tendenza di forte crescita del livello medio del mare (+40,5 cm sullo zero mareografico di Punta della Salute nel 2010, +33,4 cm nel 2009, +27,8 cm nel 2008, +24,1 cm nel 2007).
Al 2017, le maree nell'area dell'Alto Adriatico risultavano caratterizzate da escursioni dell'ordine di grandezza di un metro, uno dei valori medi più alti fra quelli registrati in tutto il Mediterraneo."
wikipedia,Acqua alta,L'acqua alta a Venezia,164,"=== Percentuali di allagamento a Venezia ===

L'allagamento causato dall'acqua alta non è omogeneo in tutta la città di Venezia e dipende da vari fattori: le differenze altimetriche delle singole zone rispetto allo zero mareografico; la distanza da rii e canali; l'altezza delle rive e delle fondamenta; la presenza o meno di parapetti pieni lungo le fondamenta; la dislocazione dei tombini di scolo, che, essendo collegati direttamente ai canali, agiscono come sorgenti di allagamento.
A seconda del livello di marea è comunque possibile valutare la percentuale di allagamento della città: nel 1976 il Consiglio Nazionale delle Ricerche, sotto la direzione di Roberto Frassetto, ha realizzato una tabella che esprime la percentuale di allagamento rispetto all'intera superficie cittadina; dal 26 novembre 2009 in seguito a studi condotti dalla società Insula è stata introdotta una nuova tabella, ad aggiornamento semestrale, che fa riferimento non all'intera area della città bensì alla sola superficie utilizzata per la viabilità pedonale pubblica.


=== Metodi di rilevazione, segnalazione e controllo ==="
wikipedia,Acqua alta,L'acqua alta a Venezia,247,"Per la misurazione di riferimento dell'acqua alta ci si basa sull'altezza di marea rilevata dalla stazione ubicata alla punta della Salute, alla quale è riferito anche lo zero mareografico. Infatti per convenzione a Venezia le altezze di marea sono riferite al livello medio del mare a Punta della Salute misurato nel 1897.
La città è dotata di un sistema di controllo dei livelli di marea con stazioni collocate in vari punti della laguna e anche in mare aperto (piattaforma ISMAR-CNR). Sulla base dei livelli osservati e dell'analisi delle previsioni meteo-marine il Centro Previsioni e Segnalazioni Maree del Comune di Venezia effettua la previsione di marea, in genere per le 48 ore successive. Detta previsione viene divulgata attraverso internet, la stampa locale, quadri cartacei presenti in alcuni punti della città, alcuni punti ""touch screen"" collocati in genere presso le edicole, un sistema di tabelloni luminosi e una segreteria telefonica con messaggi pre-registrati. In caso di pericolo d'insorgenza dell'acqua alta molti abitanti dei piani più bassi e gli operatori economici con attività a pian terreno ricevono un avviso telefonico (servizio attivabile su richiesta), per permettere loro di predisporre paratie di protezione agli ingressi. È inoltre attivo un servizio gratuito di allerta tramite sms per tutti i cittadini iscritti al servizio.
Qualora il livello previsto eguagli o superi i 110 cm, con circa tre ore di anticipo sull'arrivo del picco di marea entra in funzione un sistema di sirene d'allarme posizionate in punti strategici, in grado di allertare l'intera popolazione."
wikipedia,Acqua alta,L'acqua alta a Venezia,156,"Dal 7 dicembre 2007 nel centro storico e nell'isola della Giudecca è entrata in funzione una nuova sirena elettronica che emette due suoni distinti: il primo per avvertire la popolazione dell'arrivo dell'acqua alta, il secondo per dare un'indicazione dell'altezza della marea prevista a seconda del numero di toni diversi emessi (>110 cm, >120 cm, >130 cm e >140 cm). Precedentemente invece la sirena era di tipo elettromeccanico e il suo suono segnalava una marea superiore ai 110 cm; l'eventuale ripetizione avvisava di una previsione superiore ai +140 cm e una terza ripetizione era associata alla previsione di superamento di quota +160 cm. Questo tipo di sirena è ancora utilizzato per il resto del bacino lagunare, in attesa della completa sostituzione con il nuovo sistema. La nuova sirena è stata utilizzata per la prima volta nella notte tra il 23 e il 24 marzo 2008, per una previsione di marea (poi rivelatasi esatta) pari a +110 cm."
wikipedia,Acqua alta,L'acqua alta a Venezia,294,"Nei periodi di maggior frequenza del fenomeno si predispone un sistema di passerelle, ovvero tavole di legno appoggiate su supporti in metallo che creano percorsi ""asciutti"" per i principali snodi della città, garantiti fino a un livello di marea di +120 cm, oltre il quale alcune passerelle potrebbero iniziare a galleggiare.
Dal 2003 è in corso di realizzazione il progetto MOSE che si propone l'eliminazione delle acque alte eccezionali per mezzo di barriere mobili ancorate al fondo delle bocche di porto della laguna e azionabili attraverso un sistema pneumatico in modo tale da isolare la laguna dal mare durante il passaggio del picco di marea. Si prevede di chiudere le barriere in occasione di maree superiori ai 110 cm, lasciando ad altri interventi (in special modo il rialzo del piano di calpestio) la risoluzione o la mitigazione dei casi inferiori. Tale livello rappresenta un compromesso tra la difesa dei centri abitati dalle acque alte e le esigenze di non modificare l'equilibrio ambientale e morfologico (soprattutto garantendo un adeguato ricircolo alle acque lagunari) e di garantire le attività portuali. Il MOSE è stato testato per la prima volta in condizioni di effettiva operatività il 3 ottobre 2020 dando esito positivo e fino al termine della fase sperimentale verrà attivato per test o in presenza di previsioni di maree superiori a 130 cm rispetto allo zero mareografico di punta della Salute. Se da un lato il MOSE come sistema di protezione si è dimostrato efficace, dall'altro studi idrogeologici stanno facendo emergere la preoccupazione che i suoi interventi abbiano un effetto negativo per quanto riguarda la conservazione delle barene, il sistema di difesa naturale della laguna, le cui dimensioni verrebbero ulteriormente ridotte proprio in conseguenza dell'alterazione nel flusso di marea indotta dall'intervento delle paratie.


=== Statistiche ==="
wikipedia,Acqua alta,L'acqua alta a Venezia,192,"L'osservazione sistematica delle acque alte secondo metodi scientifici ebbe inizio nel 1872, per quanto alcuni studiosi anticipino tale data al 15 gennaio 1867 quando venne rilevata un'alta marea eccezionale di +153 cm. Fu però solo nel 1871 che venne realizzato il primo mareografo per il controllo delle maree a Venezia. L'istituzione incaricata di tali osservazioni era l'Istituto Veneto di Scienze, Lettere ed Arti, essendo stato il Magistrato alle Acque soppresso dal governo italiano nel 1866. Il mareografo fu installato presso il palazzo Loredan in campo Santo Stefano, sede dell'Istituto, che curò le osservazioni fino al 1908, quando donò gli strumenti all'Ufficio Idrografico del Comune. Dopo l'alluvione di Venezia del 4 novembre 1966 il Comune di Venezia istituì il primo servizio di osservazione delle alte maree, con il particolare compito di elaborare previsioni e diffonderle alla cittadinanza. Dal 1980 tale servizio prese il nome di Centro Previsioni e Segnalazioni Maree, che ha la responsabilità di raccogliere ed elaborare i dati a fini statistici e di provvedere alla previsione delle maree, alla diffusione di detta previsione e alla segnalazione di eventi straordinari (acque alte o basse maree eccezionali) alla popolazione e agli enti competenti."
wikipedia,Acqua alta,L'acqua alta a Venezia,362,"
==== Eventi storici ====
La prima testimonianza certa di estesi allagamenti nella laguna di Venezia è fatta risalire alla famosa Rotta della Cucca del 17 ottobre 589 narrata da Paolo Diacono, quando la contemporanea esondazione di tutti i fiumi compresi tra il Tagliamento e il Po trasformò l'assetto idrogeologico lagunare. Per quanto riguarda la città di Venezia a sé stante, la prima descrizione certa è relativa al 782, seguita dagli episodi dell'840, 885 e del 1102.
Nel 1106 l'acqua, accompagnata da una violenta mareggiata o da un maremoto, portò alla completa distruzione di Metamauco. Del 1240 si dice invece che «l'acqua invase le strade più che ad altezza d'uomo». Altri episodi sono narrati nel 1268, 1280 e 1282; il 20 dicembre 1283 si ritenne a commento Venezia «salva per miracolo». Seguono gli eventi del 18 gennaio 1286; l'episodio del 1297; quello del 1314; il 15 febbraio 1340; il 25 febbraio 1341; il 18 gennaio 1386; il 31 maggio e il 10 agosto 1410; gli eventi del 1419, del 1423, dell'11 maggio 1428, del 2 marzo 1429 e del 10 ottobre 1430. Il 10 novembre 1442 «l'acqua crebbe quattro passi sopra l'ordinarietà». Le cronache citano con enfasi acque alte nel 1444 e 1445; il 26 novembre 1502; il 17 agosto 1503; il 29 maggio 1511; il 14 novembre 1514; il 16 novembre 1517; 19 novembre 1518; 16 ottobre 1521; 26 e 27 gennaio 1522 («acqua altissima si può andare a san Marco solo per il Canal Grande»); il 7 e il 18 ottobre 1523; il 16,18 e 19 novembre 1525; il 6 giugno 1527; il 29 ottobre 1531; il 3 ottobre e il 20 dicembre 1535; nel 1543, con rottura del Lido di Caroman; il 21 novembre 1550; il 12 ottobre 1559 («il Lido di Chiozza si rupe in cinque luoghi») e nel 1599.
Il 1600 fu un anno caratterizzato da una frequenza particolarmente elevata di eventi, con allagamenti l'8, il 18 e il 19 dicembre, quest'ultimo probabilmente di portata notevole, in quanto oltre ad un'acqua altissima in Venezia, vi fu una mareggiata violentissima che «rotti eziando in più luoghi i lidi, entrò nelle ville di Lido Maggiore, Tre Porti, Malamocco, Chiozza, eccetera»."
wikipedia,Acqua alta,L'acqua alta a Venezia,169,"Un altro evento di notevole portata si verificò il 5 novembre 1686: di questo evento, diverse cronache del tempo, di cui una redatta da uno studioso dell'epoca, riportano in comune un dato accurato, misurabile e soprattutto credibile («l'acqua arrivò al livello del pavimento esterno della Loggia [del Sansovino]», come avvenne nel caso dell'evento del 4 novembre 1966) che, analizzato tenendo conto anche dei fattori storici (la ricostruzione della Loggia in seguito al crollo del campanile di San Marco nel 1902 e la valutazione dell'abbassamento del suolo), porta a stimare un livello equivalente a +254 cm sul medio marino attuale.
Seguirono ancora fenomeni il 21 dicembre 1727; il 31 dicembre 1728; il 7 ottobre 1729; il 5 e il 28 novembre 1742; il 31 ottobre 1746; il 4 novembre 1748; il 31 ottobre 1749; il 9 ottobre 1750; il 24 dicembre 1792; il 25 dicembre 1794 e il 5 dicembre 1839. Infine vi sono gli eventi del 1848 (con 140 cm) e 15 gennaio 1867 (con marea di 153 cm)."
wikipedia,Acqua alta,L'acqua alta a Venezia,344,"Dalle descrizioni dei cronisti si nota che alcuni di questi eventi non furono meno catastrofici di quello del 4 novembre 1966. Va tenuto però presente che le cronache ricordano quasi sempre solo gli eventi più imponenti ponendo l'enfasi più sull'impressione destata o su dettagli sensazionali che non sull'altezza effettiva della marea, tra l'altro indicata con misure che appaiono approssimative e spesso poco attendibili, mentre i fenomeni minori, al di sotto dei +120 cm, probabilmente non furono considerati degni di menzione. Inoltre è estremamente difficile confrontare fenomeni così remoti con quelli attuali non solo perché nelle cronache non si hanno osservazioni sistematiche, ma soprattutto per i radicali mutamenti intervenuti nella Laguna di Venezia (deviazione dei fiumi, sistemazioni delle bocche di porto, realizzazione di isole artificiali) che hanno notevolmente alterato il comportamento idrodinamico della laguna. 
La subsidenza e l'eustatismo complicano ulteriormente gli studi, dal momento che i cronisti descrissero i livelli massimi raggiunti utilizzando riferimenti sempre diversi e che oggi, per effetto combinato dei due fenomeni, si trovano a una quota ben diversa rispetto al livello medio del mare. Molto spesso come riferimento veniva preso il ""Comune marino"", che era definito come il livello medio delle alte maree, coincidente con la ""linea del verde scuro"", limite superiore della fascia di alghe presente sui muri prospicienti i canali. Tale quota veniva evidenziata con l'incisione di una linea orizzontale nei muri di molti palazzi, sopra cui era scolpita una lettera ""C"". Tuttavia anche questa convenzione è di difficile interpretazione, perché solo ad una decina dei numerosi segni presenti in città è possibile attribuire una data certa di realizzazione, informazione fondamentale per tentare di ricostruire stime attendibili.
Nonostante queste complicazioni, Giordani Soika, primo direttore del servizio Alte Maree a Venezia, sottolinea che dall'elenco dei fenomeni descritti dai cronisti si notano periodi in cui il fenomeno è assente o quasi e altri in cui è piuttosto frequente; ipotizza inoltre che vi sia una correlazione tra le variazioni di temperatura globali e il numero di eventi (in particolare nota che la frequenza massima si è sempre avuta all'inizio delle fasi glaciali)."
wikipedia,Acqua alta,L'acqua alta a Venezia,164,"
==== Alte maree eccezionali dal 1923 in avanti ====

Tutti i dati qui riportati sono stati rilevati dal Centro Maree del Comune di Venezia. In ordine decrescente di livello, sono stati raggiunti i seguenti livelli:

Tutti i valori sono stati registrati dalla stazione di punta della Salute e sono riferiti allo zero idrografico del 1897.


==== Valori estremi di marea a Venezia nel periodo dal 1923 a oggi ====
In condizioni normali la marea nella laguna di Venezia presenta escursioni di 60–70 cm su un periodo di circa 12 ore. I valori massimi rilevati a partire dal 1923 sono i seguenti (misure riferite allo zero mareografico):

altezza massima: +1,94 m (4 novembre 1966)
altezza minima: -1,21 m (14 febbraio 1934)
escursione tra minimo e massimo assoluti: 3,15 m
ampiezza massima di marea dalla alta alla bassa: 1,63 m (28 gennaio 1948 e 28 dicembre 1970)
ampiezza massima di marea dalla bassa alla alta: 1,46 m (23 e 24 febbraio 1928 e 25 gennaio 1966)"
wikipedia,Acqua alta,Note,2,"Annotazioni

Fonti"
